id сотрудника,Дата,Сотрудник,Частота сообщения,Объем сообщения,Настрой сообщения,Регулярность коммитов,Интенсивность коммитов,Статус задачи,Приоритетные изменения,Продолжительность активности,Активность ночью
2,2023-03-17,Андрей,54,27,1,4,1,1,1,11,0
2,2023-03-18,Андрей,78,27,-1,1,1,0,1,8,0
2,2023-03-19,Андрей,71,21,0,4,2,1,1,5,0
2,2023-03-20,Андрей,79,13,1,1,1,1,2,5,0
2,2023-03-21,Андрей,68,22,1,3,3,1,1,7,0
2,2023-03-22,Андрей,77,28,1,3,3,1,0,10,0
2,2023-03-23,Андрей,64,28,1,3,3,-1,0,5,0
2,2023-03-24,Андрей,63,23,1,1,1,1,0,9,0
2,2023-03-25,Андрей,53,11,1,2,1,1,1,9,0
2,2023-03-26,Андрей,56,11,0,1,3,1,0,7,1
2,2023-03-27,Андрей,55,26,1,3,2,1,2,9,0
2,2023-03-28,Андрей,77,17,0,3,2,1,0,7,0
2,2023-03-29,Андрей,67,13,1,4,4,1,1,10,0
2,2023-03-30,Андрей,76,29,-1,1,4,1,0,12,0
2,2023-03-31,Андрей,77,17,1,1,1,1,2,9,0
2,2023-04-01,Андрей,60,17,1,3,1,1,2,10,0
2,2023-04-02,Андрей,73,11,0,1,1,1,2,9,0
2,2023-04-03,Андрей,71,22,1,1,1,0,1,4,0
2,2023-04-04,Андрей,69,25,0,3,5,0,1,10,1
2,2023-04-05,Андрей,59,17,0,3,1,1,2,6,0
2,2023-04-06,Андрей,63,11,1,4,3,1,2,7,0
2,2023-04-07,Андрей,79,11,0,4,5,0,2,5,0
2,2023-04-08,Андрей,68,29,0,4,2,0,2,10,0
2,2023-04-09,Андрей,54,16,1,3,2,1,0,10,0
2,2023-04-10,Андрей,66,29,1,2,3,1,2,7,0
2,2023-04-11,Андрей,62,29,1,3,4,1,2,5,1
2,2023-04-12,Андрей,58,28,0,3,3,1,2,6,0
2,2023-04-13,Андрей,72,22,0,1,1,-1,1,7,0
2,2023-04-14,Андрей,67,28,1,3,1,0,1,7,0
2,2023-04-15,Андрей,56,27,1,4,7,1,1,6,0
2,2023-04-16,Андрей,66,10,1,1,2,1,2,11,0
2,2023-04-17,Андрей,68,21,1,3,1,1,0,11,0
2,2023-04-18,Андрей,65,14,1,3,2,1,2,8,0
2,2023-04-19,Андрей,67,14,1,3,1,0,1,7,0
2,2023-04-20,Андрей,58,11,0,3,3,1,1,9,0
2,2023-04-21,Андрей,69,18,1,1,2,1,0,9,0
2,2023-04-22,Андрей,77,29,1,4,3,1,2,9,0
2,2023-04-23,Андрей,60,18,1,2,2,1,0,9,0
2,2023-04-24,Андрей,61,12,1,3,2,1,1,5,0
2,2023-04-25,Андрей,55,12,0,1,1,-1,2,8,0
2,2023-04-26,Андрей,69,29,-1,4,2,0,2,5,0
2,2023-04-27,Андрей,56,26,1,4,7,1,2,9,0
2,2023-04-28,Андрей,57,15,1,3,2,1,0,7,0
2,2023-04-29,Андрей,75,21,1,3,3,1,0,8,0
2,2023-04-30,Андрей,68,22,1,3,2,1,1,7,0
2,2023-05-01,Андрей,59,13,1,1,2,-1,0,5,1
2,2023-05-02,Андрей,78,26,1,4,3,0,1,7,0
2,2023-05-03,Андрей,78,20,1,1,1,1,2,5,1
2,2023-05-04,Андрей,54,13,0,2,1,1,2,11,0
2,2023-05-05,Андрей,63,17,0,2,1,1,1,9,0
2,2023-05-06,Андрей,51,22,0,4,5,1,0,4,0
2,2023-05-07,Андрей,74,15,1,1,3,-1,2,8,0
2,2023-05-08,Андрей,72,17,1,2,2,1,1,8,1
2,2023-05-09,Андрей,76,25,1,1,5,1,0,8,0
2,2023-05-10,Андрей,75,21,1,3,6,-1,1,7,0
2,2023-05-11,Андрей,76,22,1,1,1,1,1,10,0
2,2023-05-12,Андрей,59,22,0,1,1,1,1,6,0
2,2023-05-13,Андрей,53,16,0,3,3,1,0,10,0
2,2023-05-14,Андрей,60,12,-1,4,8,1,0,5,1
2,2023-05-15,Андрей,75,15,0,1,1,-1,0,8,0
2,2023-05-16,Андрей,64,11,0,3,4,1,1,10,0
2,2023-05-17,Андрей,57,20,1,2,3,1,0,9,0
2,2023-05-18,Андрей,55,28,0,4,5,1,0,5,0
2,2023-05-19,Андрей,71,26,1,2,1,1,2,7,0
2,2023-05-20,Андрей,65,16,1,1,1,1,1,9,0
2,2023-05-21,Андрей,61,12,1,1,2,1,0,12,0
2,2023-05-22,Андрей,73,10,1,2,1,1,2,8,0
2,2023-05-23,Андрей,57,19,1,3,5,1,0,7,0
2,2023-05-24,Андрей,58,23,1,3,1,-1,2,10,0
2,2023-05-25,Андрей,75,25,1,3,1,1,2,6,0
2,2023-05-26,Андрей,51,21,1,2,3,1,2,6,0
2,2023-05-27,Андрей,50,19,1,4,2,1,0,7,0
2,2023-05-28,Андрей,79,13,0,1,4,1,2,8,0
2,2023-05-29,Андрей,56,17,1,1,3,1,1,7,0
2,2023-05-30,Андрей,75,21,-1,1,1,1,1,8,0
2,2023-05-31,Андрей,62,21,1,4,1,1,0,4,0
2,2023-06-01,Андрей,53,27,1,3,3,0,2,8,1
2,2023-06-02,Андрей,55,15,1,4,1,1,0,9,0
2,2023-06-03,Андрей,65,11,1,1,1,1,0,7,1
2,2023-06-04,Андрей,78,27,-1,4,2,1,0,8,0
2,2023-06-05,Андрей,52,14,0,1,1,1,2,7,0
2,2023-06-06,Андрей,52,17,0,3,2,0,0,4,0
2,2023-06-07,Андрей,58,25,1,1,1,1,0,8,0
2,2023-06-08,Андрей,60,25,-1,2,1,1,1,5,0
2,2023-06-09,Андрей,69,25,1,3,2,1,1,8,0
2,2023-06-10,Андрей,72,13,0,4,3,1,2,9,0
2,2023-06-11,Андрей,69,28,1,4,2,1,2,8,0
2,2023-06-12,Андрей,53,21,-1,3,8,1,2,9,0
2,2023-06-13,Андрей,61,20,1,1,3,1,1,6,0
2,2023-06-14,Андрей,64,26,1,3,3,1,2,8,1
2,2023-06-15,Андрей,55,13,0,2,3,1,2,4,0
2,2023-06-16,Андрей,66,21,1,4,3,1,2,6,0
2,2023-06-17,Андрей,77,12,0,2,1,1,2,7,0
2,2023-06-18,Андрей,51,15,1,4,3,1,0,8,0
2,2023-06-19,Андрей,52,17,1,2,1,0,1,6,0
2,2023-06-20,Андрей,53,14,1,2,1,1,0,6,0
2,2023-06-21,Андрей,75,10,1,1,4,-1,2,8,0
2,2023-06-22,Андрей,54,14,-1,1,3,-1,2,6,0
2,2023-06-23,Андрей,63,12,0,3,1,1,1,8,0
2,2023-06-24,Андрей,57,16,1,2,1,1,2,8,0
2,2023-06-25,Андрей,56,24,0,2,1,-1,1,5,0
2,2023-06-26,Андрей,52,17,0,4,3,-1,1,7,0
2,2023-06-27,Андрей,59,23,1,3,3,1,1,7,0
2,2023-06-28,Андрей,52,16,1,3,5,1,1,6,0
2,2023-06-29,Андрей,59,18,1,4,4,1,0,9,0
2,2023-06-30,Андрей,51,22,1,3,3,1,2,7,0
2,2023-07-01,Андрей,63,11,0,1,1,0,0,6,0
2,2023-07-02,Андрей,69,12,0,2,1,0,1,5,0
2,2023-07-03,Андрей,59,19,1,2,1,1,2,1,0
2,2023-07-04,Андрей,70,28,1,2,1,0,0,7,0
2,2023-07-05,Андрей,67,10,1,1,1,1,2,6,0
2,2023-07-06,Андрей,76,12,1,1,2,0,2,11,0
2,2023-07-07,Андрей,60,10,1,2,3,1,1,5,0
2,2023-07-08,Андрей,54,12,1,3,1,1,1,6,0
2,2023-07-09,Андрей,74,20,1,4,2,1,0,12,0
2,2023-07-10,Андрей,75,11,1,1,1,1,1,5,0
2,2023-07-11,Андрей,79,16,0,4,6,1,2,7,0
2,2023-07-12,Андрей,65,29,-1,4,5,1,0,8,0
2,2023-07-13,Андрей,56,20,-1,2,1,1,1,10,0
2,2023-07-14,Андрей,61,17,1,3,5,1,2,7,0
2,2023-07-15,Андрей,60,10,1,2,2,1,1,7,0
2,2023-07-16,Андрей,64,18,1,1,1,1,2,5,0
2,2023-07-17,Андрей,70,18,1,4,2,1,1,9,0
2,2023-07-18,Андрей,66,22,1,3,1,1,1,4,0
2,2023-07-19,Андрей,53,21,1,4,7,1,2,6,0
2,2023-07-20,Андрей,53,17,1,1,3,-1,1,5,0
2,2023-07-21,Андрей,73,27,1,3,6,1,0,9,0
2,2023-07-22,Андрей,78,16,1,2,1,1,1,8,0
2,2023-07-23,Андрей,51,11,1,1,2,1,2,9,0
2,2023-07-24,Андрей,65,21,0,2,4,1,2,9,0
2,2023-07-25,Андрей,64,20,1,2,1,1,1,8,0
2,2023-07-26,Андрей,64,27,1,4,6,1,2,6,0
2,2023-07-27,Андрей,69,19,1,3,3,1,2,7,0
2,2023-07-28,Андрей,58,18,1,4,2,1,1,8,0
2,2023-07-29,Андрей,63,12,0,4,3,0,0,11,0
2,2023-07-30,Андрей,76,20,0,2,1,1,2,9,0
2,2023-07-31,Андрей,74,11,0,2,5,1,1,10,0
2,2023-08-01,Андрей,76,23,0,1,2,1,0,6,0
2,2023-08-02,Андрей,56,22,-1,3,1,1,0,8,0
2,2023-08-03,Андрей,51,24,1,4,6,0,2,7,0
2,2023-08-04,Андрей,63,13,1,2,1,1,2,8,0
2,2023-08-05,Андрей,65,12,1,1,4,1,0,9,0
2,2023-08-06,Андрей,68,14,1,1,3,1,2,7,0
2,2023-08-07,Андрей,61,25,-1,2,1,-1,0,7,0
2,2023-08-08,Андрей,56,13,-1,2,3,1,1,4,0
2,2023-08-09,Андрей,71,13,-1,4,3,1,1,8,0
2,2023-08-10,Андрей,59,15,0,4,4,1,0,4,0
2,2023-08-11,Андрей,65,15,1,3,6,-1,0,10,1
2,2023-08-12,Андрей,78,29,1,1,1,1,1,9,0
2,2023-08-13,Андрей,77,19,1,4,5,1,2,7,0
2,2023-08-14,Андрей,66,18,1,3,3,1,0,9,0
2,2023-08-15,Андрей,55,13,1,3,1,1,0,7,0
2,2023-08-16,Андрей,59,26,1,1,2,1,0,6,0
2,2023-08-17,Андрей,60,14,1,4,5,1,2,8,0
2,2023-08-18,Андрей,60,15,1,4,6,1,0,6,0
2,2023-08-19,Андрей,51,23,0,4,1,-1,0,6,0
2,2023-08-20,Андрей,64,20,1,4,5,1,0,8,0
2,2023-08-21,Андрей,76,15,1,2,1,1,0,7,0
2,2023-08-22,Андрей,78,22,1,3,4,1,2,7,0
2,2023-08-23,Андрей,74,19,1,1,3,1,0,14,0
2,2023-08-24,Андрей,76,29,1,3,2,-1,0,8,0
2,2023-08-25,Андрей,73,17,1,1,1,1,1,8,0
2,2023-08-26,Андрей,64,16,1,1,1,1,1,7,0
2,2023-08-27,Андрей,69,11,1,3,1,1,2,9,0
2,2023-08-28,Андрей,76,20,1,4,1,1,2,7,0
2,2023-08-29,Андрей,79,16,1,1,1,-1,1,11,0
2,2023-08-30,Андрей,56,14,1,1,1,1,1,7,0
2,2023-08-31,Андрей,67,28,0,3,1,1,0,5,0
2,2023-09-01,Андрей,71,12,1,2,1,1,2,6,0
2,2023-09-02,Андрей,64,12,-1,2,1,1,1,7,0
2,2023-09-03,Андрей,51,24,1,2,3,1,2,11,0
2,2023-09-04,Андрей,53,14,1,4,5,1,0,8,0
2,2023-09-05,Андрей,64,13,1,1,1,0,0,8,0
2,2023-09-06,Андрей,72,21,1,1,1,1,1,11,0
2,2023-09-07,Андрей,69,15,1,2,1,0,1,6,0
2,2023-09-08,Андрей,72,22,1,3,2,1,2,10,0
2,2023-09-09,Андрей,53,21,-1,1,1,1,0,9,0
2,2023-09-10,Андрей,79,11,1,4,5,1,2,9,0
2,2023-09-11,Андрей,61,28,1,3,1,1,1,6,0
2,2023-09-12,Андрей,65,14,-1,2,1,1,2,6,1
2,2023-09-13,Андрей,75,29,0,3,1,0,1,9,0
2,2023-09-14,Андрей,56,29,1,4,6,1,2,7,0
2,2023-09-15,Андрей,58,18,1,1,1,1,1,9,0
2,2023-09-16,Андрей,79,28,-1,1,1,1,1,6,0
2,2023-09-17,Андрей,68,20,1,2,1,-1,2,6,0
2,2023-09-18,Андрей,52,28,1,4,4,1,2,6,0
2,2023-09-19,Андрей,62,26,0,3,3,1,2,8,0
2,2023-09-20,Андрей,61,19,1,2,3,1,2,8,0
2,2023-09-21,Андрей,74,25,-1,1,1,1,1,8,0
2,2023-09-22,Андрей,68,15,1,2,1,0,1,8,0
2,2023-09-23,Андрей,78,22,1,3,2,1,2,9,0
2,2023-09-24,Андрей,68,13,1,4,3,1,0,9,0
2,2023-09-25,Андрей,73,14,1,3,2,0,2,5,0
2,2023-09-26,Андрей,79,24,0,2,1,1,1,6,0
2,2023-09-27,Андрей,64,12,-1,2,1,1,0,10,0
2,2023-09-28,Андрей,74,29,0,4,3,0,1,10,0
2,2023-09-29,Андрей,61,27,1,2,1,1,1,8,1
2,2023-09-30,Андрей,78,23,1,4,5,-1,2,3,0
2,2023-10-01,Андрей,79,11,0,3,3,1,0,5,0
2,2023-10-02,Андрей,50,29,1,3,5,1,2,7,0
2,2023-10-03,Андрей,61,16,1,1,2,0,2,8,0
2,2023-10-04,Андрей,79,27,1,3,1,0,2,8,0
2,2023-10-05,Андрей,51,12,1,1,1,1,2,8,0
2,2023-10-06,Андрей,74,16,1,1,1,0,0,7,0
2,2023-10-07,Андрей,66,26,1,4,7,0,0,9,0
2,2023-10-08,Андрей,61,14,1,2,2,-1,1,7,0
2,2023-10-09,Андрей,77,16,1,2,2,1,1,5,0
2,2023-10-10,Андрей,61,11,1,1,1,1,1,7,0
2,2023-10-11,Андрей,61,28,-1,4,3,0,0,5,0
2,2023-10-12,Андрей,64,16,1,4,3,1,1,5,0
2,2023-10-13,Андрей,66,10,0,3,3,1,1,9,0
2,2023-10-14,Андрей,64,10,1,2,1,1,0,8,1
2,2023-10-15,Андрей,64,18,1,1,1,0,2,7,0
2,2023-10-16,Андрей,76,15,1,1,4,0,0,7,0
2,2023-10-17,Андрей,61,28,1,2,3,1,1,2,0
2,2023-10-18,Андрей,75,29,1,2,1,1,1,10,0
2,2023-10-19,Андрей,70,14,1,2,1,-1,1,7,1
2,2023-10-20,Андрей,66,29,0,1,4,-1,0,7,0
2,2023-10-21,Андрей,75,28,1,2,1,1,2,11,0
2,2023-10-22,Андрей,66,24,0,2,2,1,1,8,0
2,2023-10-23,Андрей,60,19,1,4,2,1,0,7,0
2,2023-10-24,Андрей,74,20,1,3,1,1,0,10,0
2,2023-10-25,Андрей,50,15,1,1,1,1,0,7,0
2,2023-10-26,Андрей,72,25,0,1,1,1,2,7,0
2,2023-10-27,Андрей,55,26,1,4,2,1,1,9,0
2,2023-10-28,Андрей,61,17,1,1,1,1,0,9,1
2,2023-10-29,Андрей,50,16,1,1,1,1,0,5,0
2,2023-10-30,Андрей,50,22,1,4,6,0,0,7,0
2,2023-10-31,Андрей,78,28,1,1,1,1,0,7,0
2,2023-11-01,Андрей,57,26,1,1,1,0,1,7,0
2,2023-11-02,Андрей,58,20,1,4,3,-1,2,4,0
2,2023-11-03,Андрей,79,14,1,3,1,1,0,10,0
2,2023-11-04,Андрей,51,14,1,3,3,1,0,4,0
2,2023-11-05,Андрей,66,10,1,1,1,1,2,6,0
2,2023-11-06,Андрей,61,21,0,3,4,-1,0,11,0
2,2023-11-07,Андрей,74,23,-1,4,4,1,1,7,0
2,2023-11-08,Андрей,64,20,1,1,2,-1,1,5,0
2,2023-11-09,Андрей,52,14,1,3,1,0,0,10,0
2,2023-11-10,Андрей,68,18,1,1,5,0,2,10,0
2,2023-11-11,Андрей,58,28,1,2,3,0,1,10,1
2,2023-11-12,Андрей,75,21,1,2,1,0,1,11,0
2,2023-11-13,Андрей,51,26,-1,2,2,1,0,10,0
2,2023-11-14,Андрей,56,17,-1,2,1,1,1,4,0
2,2023-11-15,Андрей,68,12,-1,4,6,0,2,3,1
2,2023-11-16,Андрей,74,14,1,1,1,0,2,9,1
2,2023-11-17,Андрей,75,21,0,3,1,1,0,8,0
2,2023-11-18,Андрей,70,29,1,1,3,1,2,12,0
2,2023-11-19,Андрей,78,20,1,3,1,1,2,7,0
2,2023-11-20,Андрей,50,14,0,2,1,0,0,9,0
2,2023-11-21,Андрей,58,24,1,4,4,1,0,8,0
2,2023-11-22,Андрей,59,24,1,1,1,1,1,5,0
2,2023-11-23,Андрей,69,20,1,2,2,1,1,12,0
2,2023-11-24,Андрей,65,11,1,2,2,1,2,8,0
2,2023-11-25,Андрей,76,26,0,3,1,1,0,10,1
2,2023-11-26,Андрей,55,14,1,3,3,1,2,11,0
2,2023-11-27,Андрей,73,16,0,4,2,1,1,5,0
2,2023-11-28,Андрей,65,13,1,4,2,1,1,8,0
2,2023-11-29,Андрей,78,19,1,2,1,1,2,6,0
2,2023-11-30,Андрей,72,20,0,1,2,1,0,4,0
2,2023-12-01,Андрей,78,13,1,2,3,1,2,5,0
2,2023-12-02,Андрей,52,22,1,4,2,1,0,5,0
2,2023-12-03,Андрей,55,17,1,1,2,1,1,4,0
2,2023-12-04,Андрей,56,12,0,3,1,-1,0,10,0
2,2023-12-05,Андрей,60,14,1,3,5,-1,0,6,0
2,2023-12-06,Андрей,79,16,1,2,1,0,2,7,0
2,2023-12-07,Андрей,70,20,1,1,1,1,2,9,0
2,2023-12-08,Андрей,76,15,-1,4,2,0,0,9,0
2,2023-12-09,Андрей,62,25,1,2,1,1,2,9,1
2,2023-12-10,Андрей,79,13,1,3,1,0,1,7,0
2,2023-12-11,Андрей,72,20,1,3,1,1,1,7,0
2,2023-12-12,Андрей,57,11,1,2,1,1,2,7,0
2,2023-12-13,Андрей,58,29,-1,4,3,0,2,6,0
2,2023-12-14,Андрей,68,10,1,1,1,1,0,5,0
2,2023-12-15,Андрей,58,27,1,2,2,1,0,9,1
2,2023-12-16,Андрей,70,17,1,4,4,1,2,7,1
2,2023-12-17,Андрей,75,25,1,1,1,1,2,4,0
2,2023-12-18,Андрей,65,23,1,2,1,1,0,7,0
2,2023-12-19,Андрей,52,14,1,4,4,1,1,5,1
2,2023-12-20,Андрей,67,17,1,4,7,1,1,3,0
2,2023-12-21,Андрей,67,16,1,4,5,0,0,9,0
2,2023-12-22,Андрей,74,19,0,3,7,1,2,8,0
2,2023-12-23,Андрей,64,15,1,2,2,1,0,6,0
2,2023-12-24,Андрей,72,23,1,4,5,1,2,7,0
2,2023-12-25,Андрей,64,25,0,2,1,1,1,8,0
2,2023-12-26,Андрей,72,10,-1,3,6,0,2,11,0
2,2023-12-27,Андрей,73,20,0,4,6,1,1,6,0
2,2023-12-28,Андрей,60,28,1,4,1,0,0,10,0
2,2023-12-29,Андрей,56,18,1,2,2,0,1,7,0
2,2023-12-30,Андрей,74,19,1,4,4,1,1,6,0
2,2023-12-31,Андрей,66,18,1,2,1,0,1,5,0
3,2023-01-01,Егор,61,12,1,4,4,0,2,9,0
3,2023-01-02,Егор,59,10,1,2,2,1,0,7,0
3,2023-01-03,Егор,77,18,1,2,4,1,2,6,0
3,2023-01-04,Егор,60,19,1,1,1,1,0,9,0
3,2023-01-05,Егор,69,17,1,4,2,1,2,7,0
3,2023-01-06,Егор,62,19,1,1,1,1,2,8,0
3,2023-01-07,Егор,79,24,1,4,1,1,0,8,0
3,2023-01-08,Егор,56,18,1,1,2,-1,0,8,0
3,2023-01-09,Егор,60,19,1,3,1,0,0,10,0
3,2023-01-10,Егор,77,26,1,3,3,0,1,7,0
3,2023-01-11,Егор,58,20,1,3,3,1,0,6,0
3,2023-01-12,Егор,50,24,1,3,1,0,0,9,0
3,2023-01-13,Егор,65,12,1,1,1,0,2,9,1
3,2023-01-14,Егор,50,28,1,3,5,0,2,6,0
3,2023-01-15,Егор,56,18,1,2,3,1,1,8,0
3,2023-01-16,Егор,53,24,1,4,4,1,0,9,1
3,2023-01-17,Егор,59,17,-1,2,1,1,0,7,0
3,2023-01-18,Егор,54,26,0,1,1,0,1,8,0
3,2023-01-19,Егор,63,28,0,4,3,0,1,4,0
3,2023-01-20,Егор,54,29,1,4,6,0,2,6,0
3,2023-01-21,Егор,61,13,-1,1,1,1,1,6,0
3,2023-01-22,Егор,79,26,1,4,3,0,1,6,0
3,2023-01-23,Егор,57,29,1,1,1,0,2,5,0
3,2023-01-24,Егор,78,16,0,4,1,1,1,10,0
3,2023-01-25,Егор,70,23,1,3,3,1,2,7,0
3,2023-01-26,Егор,51,16,0,1,1,1,1,10,0
3,2023-01-27,Егор,50,12,1,1,1,0,0,5,0
3,2023-01-28,Егор,70,11,0,4,4,0,2,9,0
3,2023-01-29,Егор,67,22,1,2,4,1,2,7,0
3,2023-01-30,Егор,51,26,1,1,1,-1,0,10,0
3,2023-01-31,Егор,71,24,0,1,3,1,0,5,0
3,2023-02-01,Егор,60,27,1,4,1,1,0,8,0
3,2023-02-02,Егор,67,10,1,2,1,1,1,7,0
3,2023-02-03,Егор,61,22,1,4,6,1,1,6,0
3,2023-02-04,Егор,52,28,0,4,4,1,0,7,0
3,2023-02-05,Егор,58,29,1,2,6,0,1,8,0
3,2023-02-06,Егор,53,19,1,2,1,-1,0,10,0
3,2023-02-07,Егор,76,11,1,3,2,0,2,9,0
3,2023-02-08,Егор,56,11,1,2,1,-1,0,3,0
3,2023-02-09,Егор,73,16,1,3,4,1,2,7,0
3,2023-02-10,Егор,56,25,1,1,1,1,2,4,0
3,2023-02-11,Егор,69,21,1,3,1,1,2,7,0
3,2023-02-12,Егор,67,23,1,1,1,1,0,8,1
3,2023-02-13,Егор,51,28,1,1,4,1,0,8,0
3,2023-02-14,Егор,62,18,1,1,1,1,0,6,0
3,2023-02-15,Егор,74,13,1,3,1,1,1,6,0
3,2023-02-16,Егор,74,20,0,2,1,-1,1,9,0
3,2023-02-17,Егор,55,17,1,2,3,1,0,4,0
3,2023-02-18,Егор,78,10,1,4,1,0,0,7,1
3,2023-02-19,Егор,54,23,1,4,2,1,0,5,0
3,2023-02-20,Егор,74,25,0,3,1,1,0,6,0
3,2023-02-21,Егор,75,18,1,4,2,0,2,12,0
3,2023-02-22,Егор,52,16,1,1,2,1,2,11,0
3,2023-02-23,Егор,63,13,1,1,1,1,2,8,0
3,2023-02-24,Егор,67,12,1,3,1,0,2,8,0
3,2023-02-25,Егор,77,27,1,3,1,1,1,8,0
3,2023-02-26,Егор,77,11,1,1,2,0,2,9,0
3,2023-02-27,Егор,55,18,1,1,1,0,2,8,0
3,2023-02-28,Егор,58,21,0,3,5,0,1,5,0
3,2023-03-01,Егор,58,16,0,1,4,1,1,6,0
3,2023-03-02,Егор,74,29,0,4,1,-1,0,3,0
3,2023-03-03,Егор,78,27,1,1,1,-1,2,8,0
3,2023-03-04,Егор,53,29,0,4,4,1,0,6,0
3,2023-03-05,Егор,57,22,1,2,3,1,2,4,0
3,2023-03-06,Егор,71,25,1,2,3,-1,1,6,0
3,2023-03-07,Егор,73,10,1,2,1,1,0,7,0
3,2023-03-08,Егор,75,26,1,1,1,1,1,11,0
3,2023-03-09,Егор,71,15,1,1,1,1,1,9,0
3,2023-03-10,Егор,74,18,1,1,1,-1,2,6,0
3,2023-03-11,Егор,72,19,1,2,1,1,1,5,0
3,2023-03-12,Егор,78,29,-1,1,3,-1,0,5,0
3,2023-03-13,Егор,74,26,1,1,1,1,0,10,1
3,2023-03-14,Егор,56,19,0,2,1,1,2,8,0
3,2023-03-15,Егор,76,16,-1,3,4,1,0,5,0
3,2023-03-16,Егор,71,29,1,1,1,1,0,11,0
3,2023-03-17,Егор,74,11,0,2,1,1,1,9,0
3,2023-03-18,Егор,53,29,0,4,1,1,0,4,0
3,2023-03-19,Егор,76,29,1,4,5,1,1,8,0
3,2023-03-20,Егор,71,16,0,4,1,1,1,6,0
3,2023-03-21,Егор,72,14,1,2,1,1,2,9,0
3,2023-03-22,Егор,63,28,1,3,1,1,2,8,0
3,2023-03-23,Егор,75,26,1,3,2,1,0,9,0
3,2023-03-24,Егор,65,19,0,4,2,1,0,9,0
3,2023-03-25,Егор,64,24,0,1,1,1,0,9,0
3,2023-03-26,Егор,51,27,1,4,1,0,1,8,0
3,2023-03-27,Егор,73,10,1,3,2,1,2,6,0
3,2023-03-28,Егор,75,15,1,4,5,0,0,9,0
3,2023-03-29,Егор,50,17,1,2,3,1,1,4,0
3,2023-03-30,Егор,56,16,-1,2,1,1,0,10,0
3,2023-03-31,Егор,59,15,1,1,1,1,2,6,0
3,2023-04-01,Егор,79,27,1,4,5,1,2,9,0
3,2023-04-02,Егор,69,19,1,4,4,1,0,4,0
3,2023-04-03,Егор,55,18,0,3,1,1,2,7,0
3,2023-04-04,Егор,56,12,1,3,5,1,0,7,0
3,2023-04-05,Егор,70,27,1,2,1,-1,2,6,0
3,2023-04-06,Егор,71,18,1,1,4,0,0,7,0
3,2023-04-07,Егор,51,20,-1,2,2,1,2,10,0
3,2023-04-08,Егор,72,29,1,4,4,-1,1,6,0
3,2023-04-09,Егор,70,29,1,4,7,1,2,7,1
3,2023-04-10,Егор,72,13,0,3,1,1,1,6,0
3,2023-04-11,Егор,74,20,-1,1,1,1,2,6,0
3,2023-04-12,Егор,50,26,1,3,1,0,0,8,0
3,2023-04-13,Егор,51,10,1,3,5,1,0,8,0
3,2023-04-14,Егор,60,28,1,4,3,0,1,6,0
3,2023-04-15,Егор,55,19,1,3,1,0,1,8,0
3,2023-04-16,Егор,66,23,1,2,2,1,2,6,0
3,2023-04-17,Егор,79,21,-1,3,3,0,0,7,0
3,2023-04-18,Егор,55,17,1,4,5,1,0,5,0
3,2023-04-19,Егор,78,12,1,3,2,0,0,8,1
3,2023-04-20,Егор,66,29,1,1,1,1,0,9,0
3,2023-04-21,Егор,75,25,0,2,3,0,1,8,0
3,2023-04-22,Егор,56,21,-1,1,1,-1,2,8,0
3,2023-04-23,Егор,77,18,0,1,1,0,2,5,0
3,2023-04-24,Егор,60,14,1,1,1,1,1,9,1
3,2023-04-25,Егор,70,12,1,3,1,1,0,8,0
3,2023-04-26,Егор,65,12,1,3,1,0,0,6,0
3,2023-04-27,Егор,64,24,1,2,1,1,2,6,0
3,2023-04-28,Егор,79,17,1,4,3,1,1,4,0
3,2023-04-29,Егор,70,14,0,2,1,1,2,11,0
3,2023-04-30,Егор,53,11,0,4,5,1,1,6,0
3,2023-05-01,Егор,60,15,1,3,4,0,2,11,0
3,2023-05-02,Егор,74,19,0,4,2,0,2,10,0
3,2023-05-03,Егор,52,15,1,1,2,1,0,6,0
3,2023-05-04,Егор,61,13,1,2,2,0,2,5,0
3,2023-05-05,Егор,53,29,0,3,1,0,2,8,0
3,2023-05-06,Егор,76,26,-1,3,1,1,0,9,0
3,2023-05-07,Егор,54,20,1,3,7,1,1,10,0
3,2023-05-08,Егор,78,23,1,2,1,-1,1,9,0
3,2023-05-09,Егор,54,15,1,3,5,1,0,7,0
3,2023-05-10,Егор,62,29,-1,4,3,0,1,11,0
3,2023-05-11,Егор,62,17,0,3,2,1,1,8,0
3,2023-05-12,Егор,72,14,0,4,6,1,1,10,0
3,2023-05-13,Егор,71,24,1,2,3,1,2,5,0
3,2023-05-14,Егор,78,23,1,2,1,1,2,10,0
3,2023-05-15,Егор,64,27,0,4,5,1,1,7,0
3,2023-05-16,Егор,74,20,0,4,6,1,2,6,0
3,2023-05-17,Егор,61,26,1,4,4,1,2,7,0
3,2023-05-18,Егор,71,18,-1,4,7,1,1,7,0
3,2023-05-19,Егор,66,21,0,3,6,1,2,8,0
3,2023-05-20,Егор,74,19,1,2,4,1,1,6,0
3,2023-05-21,Егор,50,19,1,4,3,0,2,6,0
3,2023-05-22,Егор,54,10,1,1,2,1,0,11,0
3,2023-05-23,Егор,54,21,1,2,1,0,1,8,0
3,2023-05-24,Егор,76,22,1,1,1,1,2,13,0
3,2023-05-25,Егор,79,24,1,1,1,-1,0,9,0
3,2023-05-26,Егор,73,18,1,1,4,1,2,10,0
